DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1684606,"Ł42,199.33"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1684622,"Ł31,609.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1684602,"Ł30,351.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1684672,"Ł87,429.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1684615,"Ł31,710.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1684616,"Ł44,620.50"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1684620,"Ł41,902.50"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1684624,"Ł47,388.61"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1684624,"Ł51,527.00"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1684624,"Ł227,325.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1684656,"Ł26,846.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,437848,"Ł34,856.50"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,437848,"Ł67,115.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1684533,"Ł68,403.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1684533,"Ł30,124.50"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1684584,"Ł30,093.50"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1684607,"Ł53,907.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1684605,"Ł67,497.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1684499,"Ł36,588.50"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1684651,"Ł36,805.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1684664,"Ł45,032.00"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1684594,"Ł62,785.00"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1684594,"Ł48,496.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł27,928.50"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,735.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,735.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,735.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,735.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,735.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł127,607.26"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1684473,"Ł42,217.50"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1684595,"Ł30,959.50"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1122,"Ł327,705.20"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1118,"Ł9,640,282.52"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1116,"Ł742,164.00"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1123,"Ł55,036.95"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1119,"Ł7,021,009.42"
Ministry of Justice,HMCTS,19-Jul-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1117,"Ł547,869.49"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,432420,"Ł204,515.00"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,432420,"Ł197,575.00"
Ministry of Justice,HMCTS,07-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,425205,"Ł30,441.18"
Ministry of Justice,HMCTS,07-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,426513,"Ł25,534.68"
Ministry of Justice,HMCTS,07-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,427335,"Ł25,212.76"
Ministry of Justice,HMCTS,07-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,425467,"Ł33,105.26"
Ministry of Justice,HMCTS,14-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,429716,"Ł26,452.80"
Ministry of Justice,HMCTS,14-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,430014,"Ł36,265.67"
Ministry of Justice,HMCTS,14-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,431116,"Ł29,114.64"
Ministry of Justice,HMCTS,21-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,434893,"Ł28,178.61"
Ministry of Justice,HMCTS,21-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,437186,"Ł27,361.49"
Ministry of Justice,HMCTS,21-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,435220,"Ł41,580.90"
Ministry of Justice,HMCTS,21-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,436356,"Ł29,860.68"
Ministry of Justice,HMCTS,28-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,440417,"Ł25,751.39"
Ministry of Justice,HMCTS,28-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,440767,"Ł40,953.19"
Ministry of Justice,HMCTS,28-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,442037,"Ł31,043.07"
Ministry of Justice,HMCTS,28-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,442954,"Ł27,916.26"
Ministry of Justice,HMCTS,28-Jul-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,442963,"Ł30,323.18"
Ministry of Justice,HMCTS,18-Jul-11,CZ999-South East Region,222001-Maintenance,SAVILLS COMMERCIAL LTD#CA10810148,1677004,"Ł66,706.89"
Ministry of Justice,HMCTS,06-Jul-11,BZ999-London Region,710200-Creditors < 1 year - Trade & Other Creditors,GRAYPEN LTD#IE40310140,423918,"Ł31,000.00"
Ministry of Justice,HMCTS,13-Jul-11,BZ999-London Region,710200-Creditors < 1 year - Trade & Other Creditors,BOYATT SHIPS LTD NO 2 ACCOUNT#IE40310142,428415,"Ł32,190.61"
